"isolate__autocolour","ST__autocolour","Serotype__autocolour","SRA__autocolour","Biosample__autocolour","benchmark_included__autocolour","stx_profile__autocolour","stx_count__autocolour","plasmid_profile__autocolour","plasmid_count__autocolour","ST_plot__autocolour","Serotype_plot__autocolour","plasmid_profile_plot__autocolour","stx_profile_plot__autocolour"
"GCF_019355475.1_ASM1935547v1","410","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019355495.1_ASM1935549v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019357435.1_ASM1935743v1","93","O5:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019375055.2_ASM1937505v2","746","-:H37",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019426265.1_ASM1942626v1","69","O15:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019428525.1_ASM1942852v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019428545.1_ASM1942854v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019428565.1_ASM1942856v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019428585.1_ASM1942858v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019428605.1_ASM1942860v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019428625.1_ASM1942862v1","6751","-:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019428645.1_ASM1942864v1","351","O18:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019428665.1_ASM1942866v1","6751","O27:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019428705.1_ASM1942870v1","189","O80:H26",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019428725.1_ASM1942872v1","2253","O15:H33",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019428745.1_ASM1942874v1","69","O15:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019428765.1_ASM1942876v1","69","O15:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019428785.1_ASM1942878v1","155","-:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019431145.1_ASM1943114v1","10","O145:H12",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019431165.1_ASM1943116v1","38","O7:H15",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019431185.1_ASM1943118v1","1158","O77/O17/O44/O106/O73:H34",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019431295.1_ASM1943129v1","10858","O141:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019431315.1_ASM1943131v1","1","O139:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019431335.1_ASM1943133v1","1","O139:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019434375.1_ASM1943437v1","410","O8:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019443365.1_ASM1944336v1","410","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019443605.1_ASM1944360v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019443685.1_ASM1944368v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019551815.1_ASM1955181v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019551835.1_ASM1955183v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019551855.1_ASM1955185v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019599065.1_ASM1959906v1","1060","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019614825.1_ASM1961482v1","6198","O146:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019645795.1_ASM1964579v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019645975.1_ASM1964597v1","73","O6:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019645995.1_ASM1964599v1","1060","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019646015.1_ASM1964601v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019710415.1_ASM1971041v1","88","O9:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019720795.1_ASM1972079v1","410","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019754155.1_ASM1975415v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019802685.1_ASM1980268v1","457","O11:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019843995.1_ASM1984399v1","2083","-:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019844015.1_ASM1984401v1","167","O89:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019844035.1_ASM1984403v1","167","O89:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019890835.1_ASM1989083v1","13665","O8/O40:H37",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019890855.1_ASM1989085v1","13666","O8/O155:H37",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019891035.1_ASM1989103v1","2008","O89:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019915505.1_ASM1991550v1","-","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019915525.1_ASM1991552v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019915545.1_ASM1991554v1","69","O77/O17/O44/O106:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019969485.1_ASM1996948v1","399","O154:H12",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019969505.1_ASM1996950v1","399","O154:H12",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019969525.1_ASM1996952v1","399","O154:H12",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019969545.1_ASM1996954v1","399","O154:H12",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019969565.1_ASM1996956v1","399","O154:H12",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019969585.1_ASM1996958v1","399","O154:H12",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019969605.1_ASM1996960v1","3202","O8:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019969625.1_ASM1996962v1","1072","O120:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019969645.1_ASM1996964v1","3202","O8:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019970895.1_ASM1997089v1","3202","O8:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019970955.1_ASM1997095v1","3202","O8:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019970975.1_ASM1997097v1","3202","O8:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019970995.1_ASM1997099v1","1415","-:H34",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019971015.1_ASM1997101v1","635","O10:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019971035.1_ASM1997103v1","635","O10:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019971055.1_ASM1997105v1","635","O10:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019971075.1_ASM1997107v1","635","O10:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019971115.1_ASM1997111v1","635","O10:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019973795.1_ASM1997379v1","648","-:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019976835.1_ASM1997683v1","224","O8:H23",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_019976915.1_ASM1997691v1","224","O8:H23",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020023255.1_ASM2002325v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020034575.1_ASM2003457v1","93","O7:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020034595.1_ASM2003459v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020034635.1_ASM2003463v1","642","O105:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020042705.1_ASM2004270v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020091645.1_ASM2009164v1","1140","O38:H39",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020149465.1_ASM2014946v1","361","O9:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020149605.1_ASM2014960v1","167","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020149625.1_ASM2014962v1","167","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020149645.1_ASM2014964v1","90","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020149665.1_ASM2014966v1","10","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020149685.1_ASM2014968v1","167","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020149705.1_ASM2014970v1","167","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020181535.1_ASM2018153v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020190405.1_ASM2019040v1","73","O6:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020217445.1_ASM2021744v1","57","O78:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020388055.1_ASM2038805v1","6002","O128:H12",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020410665.1_ASM2041066v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020423145.1_ASM2042314v1","11","O157:H7","SRR14419387","SAMN17295277","yes","stx2a; stx2c",2,"20; 25",2,"11","O157:H7","Other","stx2a; stx2c"
"GCF_020423165.1_ASM2042316v1","11","O157:H7","SRR14419375","SAMN17295278","yes","stx2c",1,"25",1,"11","O157:H7","25","stx2c"
"GCF_020423185.1_ASM2042318v1","7816","O157:H7","SRR14419377","SAMN17295279","yes","stx1a; stx2c",2,"20; 18; 25",3,"Other","O157:H7","Other","stx1a; stx2c"
"GCF_020423205.1_ASM2042320v1","11","O157:H7","SRR14419379","SAMN17295280","yes","stx2a; stx2c",2,"25",1,"11","O157:H7","25","stx2a; stx2c"
"GCF_020423225.1_ASM2042322v1","11","O157:H7","SRR14419381","SAMN17295281","yes","stx2a; stx2c",2,"25",1,"11","O157:H7","25","stx2a; stx2c"
"GCF_020424045.1_ASM2042404v1","1485","O83:H42",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020494055.1_ASM2049405v1","93","O7:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020526725.1_ASM2052672v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020526745.1_ASM2052674v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020526765.1_ASM2052676v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020526785.1_ASM2052678v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020526805.1_ASM2052680v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020526825.1_ASM2052682v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020526845.1_ASM2052684v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020535205.1_ASM2053520v1","361","O9:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020540945.1_ASM2054094v1","410","-:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020540965.1_ASM2054096v1","167","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020540985.1_ASM2054098v1","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020541005.1_ASM2054100v1","8346","O64:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020541025.1_ASM2054102v1","1702","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020616475.1_ASM2061647v1","101","O131:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020616495.1_ASM2061649v1","410","-:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020683045.1_ASM2068304v1","12285","O16:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020683085.1_ASM2068308v1","155","O9/O160:H51",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020683145.1_ASM2068314v1","2599","O108:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020683185.1_ASM2068318v1","602","-:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020683245.1_ASM2068324v1","906","O150:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020716665.1_ASM2071666v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020808965.1_ASM2080896v1","678","O181:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020809365.1_ASM2080936v1","223","O113:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020809385.1_ASM2080938v1","56","O113:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020827555.1_ASM2082755v1","58","O9:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020827575.1_ASM2082757v1","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020827595.1_ASM2082759v1","167","O89:H17",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020827615.1_ASM2082761v1","58","O9:H17",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020827635.1_ASM2082763v1","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020827655.1_ASM2082765v1","349","O86:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020827895.1_ASM2082789v1","-","O83:H42",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020868245.1_ASM2086824v1","58","O100:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020881875.1_ASM2088187v1","963","-:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020883235.1_ASM2088323v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020883255.1_ASM2088325v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020883275.1_ASM2088327v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020883295.1_ASM2088329v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020883315.1_ASM2088331v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020883335.1_ASM2088333v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020883355.1_ASM2088335v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020883375.1_ASM2088337v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020883395.1_ASM2088339v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020883515.1_ASM2088351v1","224","O8:H23",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020886375.2_ASM2088637v2","206","O141:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020886435.2_ASM2088643v2","165","-:H26",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020886495.2_ASM2088649v2","3346","O130:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020886575.2_ASM2088657v2","2690","O86:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020905655.1_ASM2090565v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020971745.1_ASM2097174v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_020985225.1_ASM2098522v1","4450","O53:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021089875.1_ASM2108987v1","410","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021166015.1_ASM2116601v1","11","O157:H7","SRR6118141","SAMN07666419","yes","stx2a; stx2a",2,NA,NA,"11","O157:H7","Other","Other"
"GCF_021166395.1_ASM2116639v1","11","O157:H7","SRR15277999","SAMN20437362","yes","stx1a; stx2a; stx2a",3,"26",1,"11","O157:H7","26","Other"
"GCF_021166415.1_ASM2116641v1","11","O157:H7","SRR15277995","SAMN20437390","yes","stx1a; stx2a; stx2a",3,"26",1,"11","O157:H7","26","Other"
"GCF_021166435.1_ASM2116643v1","11","O157:H7","SRR6118142","SAMN07666420","yes","stx2a; stx2a",2,"26",1,"11","O157:H7","26","Other"
"GCF_021184105.1_ASM2118410v1","11","O157:H7",NA,NA,"no",NA,NA,NA,NA,"11",NA,NA,NA
"GCF_021184125.1_ASM2118412v1","11","O157:H7",NA,NA,"no",NA,NA,NA,NA,"11",NA,NA,NA
"GCF_021228975.1_ASM2122897v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021307345.1_ASM2130734v1","-","-:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021378315.1_ASM2137831v1","583","O63:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021390295.2_ASM2139029v2","799","O108:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021398465.1_ASM2139846v1","12","O4:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021398485.1_ASM2139848v1","73","O25:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021398935.1_ASM2139893v1","135","O83:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021398955.1_ASM2139895v1","144","O16:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021398975.1_ASM2139897v1","1859","O99:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021398995.1_ASM2139899v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021399015.1_ASM2139901v1","73","O2/O50:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021441965.1_ASM2144196v1","6775","O131:H11",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021441985.1_ASM2144198v1","746","-:H44",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021484785.1_ASM2148478v1","788","O123/O186:H45",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021496405.1_ASM2149640v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021496425.1_ASM2149642v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021496445.1_ASM2149644v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021498025.2_ASM2149802v2","602","O9:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021498045.1_ASM2149804v1","101","O171:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021498145.1_ASM2149814v1","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021498165.1_ASM2149816v1","940","-:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021513335.1_ASM2151333v1","93","O15:H17",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021534845.1_ASM2153484v1","23","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021534885.1_ASM2153488v1","23","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021534905.1_ASM2153490v1","23","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021534925.1_ASM2153492v1","540","O9:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021534945.1_ASM2153494v1","88","O8:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021534985.1_ASM2153498v1","162","O8:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021535005.1_ASM2153500v1","710","-:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021535025.1_ASM2153502v1","162","O8:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021554655.1_ASM2155465v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021559815.1_ASM2155981v1","73","O25:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021559835.1_ASM2155983v1","73","O6:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021559855.1_ASM2155985v1","73","O6:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021559875.1_ASM2155987v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_021869725.1_ASM2186972v1","88","O8:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022014695.1_ASM2201469v1","410","O125:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022023755.1_ASM2202375v1","602","-:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022023775.1_ASM2202377v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022058205.1_ASM2205820v1","3211","O81:H27",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022058225.1_ASM2205822v1","3211","O81:H27",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022117635.1_ASM2211763v1","641","O121:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022117655.1_ASM2211765v1","5082","O121:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022220885.1_ASM2222088v1","75","O112:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022221385.1_ASM2222138v1","1060","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022349925.1_ASM2234992v1","297","-:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022353625.1_ASM2235362v1","998","O2:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022353905.1_ASM2235390v1","457","O11:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022353925.1_ASM2235392v1","648","O83:H42",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022354045.1_ASM2235404v1","38","O153:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022368815.1_ASM2236881v1","48","O5:H11",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022368895.1_ASM2236889v1","354","O153:H34",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022369015.1_ASM2236901v1","48","O181:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022369175.1_ASM2236917v1","206","O33:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022370515.1_ASM2237051v1","167","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022376675.1_ASM2237667v1","2332","O153:H45",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022385195.1_ASM2238519v1","609","O9:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022385215.1_ASM2238521v1","609","O9:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022439445.1_ASM2243944v1","-","-:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022439465.1_ASM2243946v1","-","-:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022453585.1_ASM2245358v1","156","O174:H28",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022453605.1_ASM2245360v1","46","O9:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022488205.1_ASM2248820v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022492975.1_ASM2249297v1","-","O78:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022492995.1_ASM2249299v1","4219","O175:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_022493015.1_ASM2249301v1","641","O133:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
