"isolate","scheme","ST","adk","fumC","gyrB","icd","mdh","purA","recA","Species","O.type","H.type","Serotype","QC","Evidence","GeneScores","AlleleKeys","GeneIdentities...","GeneCoverages...","GeneContigNames","GeneRanges","GeneLengths","Database","Warnings","SRA","Biosample","benchmark_included","stx_profile","stx_count","plasmid_profile","plasmid_count","Unique","Distinct","Total","Max_count","rep_types","rep_frac_distinct","rep_frac_total"
"GCF_017165255.1_ASM1716525v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062749.1;NZ_CP062749.1;NZ_CP062749.1;","1999319-2000710;1997451-1998617;2214641-2216398;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR15376146","SAMN16327593","yes","stx2a; stx2c",2,"25; 20",2,5116182,5268348,5613790,62,152166,0.028883,0.08864
"GCF_017165275.1_ASM1716527v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062752.1;NZ_CP062752.1;NZ_CP062752.1;","2001860-2003251;1999992-2001158;2217196-2218953;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR15376145","SAMN16327592","yes","stx2a; stx2c",2,"25; 20",2,5106100,5258770,5600718,62,152670,0.029032,0.088313
"GCF_017165295.1_ASM1716529v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062755.1;NZ_CP062755.1;NZ_CP062755.1;","1999357-2000748;1997489-1998655;3105589-3107346;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR15376147","SAMN16327591","yes","stx2a; stx2c",2,"25; 20",2,5116419,5269120,5613850,62,152701,0.02898,0.088608
"GCF_017165315.1_ASM1716531v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062761.1;NZ_CP062761.1;NZ_CP062761.1;","1999329-2000720;1997461-1998627;2214664-2216421;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5132262,5284781,5625741,62,152519,0.02886,0.087718
"GCF_017165335.1_ASM1716533v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062758.1;NZ_CP062758.1;NZ_CP062758.1;","1992959-1994350;1991091-1992257;2203759-2205516;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR15376149","SAMN16327590","yes","stx2a; stx2c",2,"25; 20",2,5113375,5262571,5602968,62,149196,0.02835,0.087381
"GCF_017165355.1_ASM1716535v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062763.1;NZ_CP062763.1;NZ_CP062763.1;","1998417-1999808;1996549-1997715;3117089-3118846;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR15376150","SAMN16327588","yes","stx2a; stx2c",2,"25; 20",2,5130597,5284151,5624796,62,153554,0.029059,0.087861
"GCF_017165375.1_ASM1716537v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062766.1;NZ_CP062766.1;NZ_CP062766.1;","2000517-2001908;1998649-1999815;2214536-2216293;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR15376152","SAMN16327586","yes","stx2a; stx2a",2,"25; 20",2,5123682,5282827,5656748,62,159145,0.030125,0.094235
"GCF_017165395.1_ASM1716539v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062782.1;NZ_CP062782.1;NZ_CP062782.1;","2036428-2037819;2034560-2035726;2253080-2254837;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR15376151","SAMN16327587","yes","stx2a; stx2c",2,"25; 17; 2; 20",4,5192064,5385610,5817771,62,193546,0.035938,0.107551
"GCF_017165415.1_ASM1716541v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062769.1;NZ_CP062769.1;NZ_CP062769.1;","2000649-2002040;1998781-1999947;2215984-2217741;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5145669,5277780,5554282,62,132111,0.025032,0.073567
"GCF_017165435.1_ASM1716543v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:0.999;fliC:1;","O157-1-wzx-origin;O157-15-wzy-origin;H7-1-fliC-origin;","100;99.916;100;","100;100;100;","NZ_CP062771.1;NZ_CP062771.1;NZ_CP062771.1;","1997993-1999384;1996108-1997291;2213320-2215077;","1392;1185;1758;","v1.0 (11-03-2020)","-","SRR15376153","SAMN16327584","yes","stx2a; stx2c",2,"25; 20",2,5154852,5307972,5649299,62,153120,0.028847,0.087524
"GCF_017165455.1_ASM1716545v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062774.1;NZ_CP062774.1;NZ_CP062774.1;","2001856-2003247;1999988-2001154;3105558-3107315;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR15376154","SAMN16327583","yes","stx2a; stx2c",2,"25; 17; 20",3,5138447,5291353,5633805,62,152906,0.028897,0.087926
"GCF_017310055.1_ASM1731005v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","-","H43","-:H43","-","Based on 1 allele(s)","fliC:1;","H43-1-fliC-origin;","99.867;","100;","NZ_CP046416.1;","1978718-1980223;","1506;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4735970,4777168,4898776,82,41198,0.008624,0.033234
"GCF_017310445.1_ASM1731044v1","ecoli_achtman_4","648","adk(92)","fumC(4)","gyrB(87)","icd(96)","mdh(70)","purA(58)","recA(2)","-","O1","H6","O1:H6","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O1-1-wzx-origin;O1-7-wzy;H6-17-fliC;","100;100;99.637;","100;100;100;","NZ_CP064103.1;NZ_CP064103.1;NZ_CP064103.1;","2036008-2037234;2039502-2040506;2229889-2231535;","1227;1005;1653;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5359838,5466907,5628524,35,107069,0.019585,0.047736
"GCF_017338715.1_ASM1733871v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP071521.1;NZ_CP071521.1;NZ_CP071521.1;","1776682-1777929;1779040-1780206;1882660-1884156;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4547460,4583906,4690858,81,36446,0.007951,0.03057
"GCF_017348835.2_ASM1734883v2","ecoli_achtman_4","799","adk(79)","fumC(84)","gyrB(71)","icd(78)","mdh(52)","purA(117)","recA(2)","-","O108","H9","O108:H9","-","Based on 3 allele(s)","wzx:0.999;wzy:0.999;fliC:1;","O108-6-wzx;O108-2-wzy-origin;H9-7-fliC;","99.917;99.919;99.95;","100;100;100;","NZ_CP071375.1;NZ_CP071375.1;NZ_CP071375.1;","3143388-3144590;3142130-3143368;2977715-2979727;","1203;1239;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5241153,5337584,5539698,74,96431,0.018066,0.053892
"GCF_017352035.1_ASM1735203v1","ecoli_achtman_4","393","adk(18)","fumC(106)","gyrB(17)","icd(6)","mdh(5)","purA(5)","recA(4)","-","O15","H1","O15:H1","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O15-4-wzx;O15-8-wzy;H1-11-fliC;","100;100;100;","100;100;100;","NZ_CP071439.1;NZ_CP071439.1;NZ_CP071439.1;","902464-903708;900253-901431;756272-758059;","1245;1179;1788;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4972873,5020033,5111959,47,47160,0.009394,0.027208
"GCF_017352055.1_ASM1735205v1","ecoli_achtman_4","46","adk(8)","fumC(7)","gyrB(1)","icd(8)","mdh(8)","purA(8)","recA(6)","-","O9","H10","O9:H10","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:1;","O9-5-wzm-origin;O9-6-wzt-origin;H10-4-fliC;","100;100;100;","100;100;100;","NZ_CP071436.1;NZ_CP071436.1;NZ_CP071436.1;","1733160-1733945;1733948-1735243;1854896-1856157;","786;1296;1262;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4470879,4509327,4622467,76,38448,0.008526,0.032794
"GCF_017352075.1_ASM1735207v1","ecoli_achtman_4","58","adk(6)","fumC(4)","gyrB(4)","icd(16)","mdh(24)","purA(8)","recA(14)","-","O8","H25","O8:H25","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:1;","O8-1-wzm-origin;O8-3-wzt-origin;H25-2-fliC-origin;","100;100;100;","100;100;100;","NZ_CP071441.1;NZ_CP071441.1;NZ_CP071441.1;","1161829-1162623;1160615-1161829;1017171-1018502;","795;1215;1332;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4879198,4945398,5076408,46,66200,0.013386,0.038848
"GCF_017356665.1_ASM1735666v1","ecoli_achtman_4","95","adk(37)","fumC(38)","gyrB(19)","icd(37)","mdh(17)","purA(11)","recA(26)","-","O2/O50","H7","O2/O50:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O2-5-wzx;O2-11-wzy;H7-3-fliC-origin;","100;100;100;","100;100;100;","NZ_CP071522.1;NZ_CP071522.1;NZ_CP071522.1;","1964125-1965387;1967100-1968062;2773006-2774763;","1263;963;1758;","v1.0 (11-03-2020)","High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4974594,5033010,5133920,51,58416,0.011607,0.031034
"GCF_017357505.1_ASM1735750v1","ecoli_achtman_4","73","adk(36)","fumC(24)","gyrB(9)","icd(13)","mdh(17)","purA(11)","recA(25)","-","O6","H1","O6:H1","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP032085.1;NZ_CP032085.1;NZ_CP032085.1;","1263288-1264544;1261945-1263288;1016878-1018665;","1257;1344;1788;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4935819,5093111,5312553,55,157292,0.030883,0.070914
"GCF_017357545.1_ASM1735754v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:0.999;fliC:1;","O157-1-wzx-origin;O157-15-wzy-origin;H7-1-fliC-origin;","100;99.916;100;","100;100;100;","NZ_CP038496.1;NZ_CP038496.1;NZ_CP038496.1;","3520297-3521688;3522390-3523573;3362774-3364531;","1392;1185;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5168471,5298303,5593679,61,129832,0.024504,0.076016
"GCF_017357565.1_ASM1735756v1","ecoli_achtman_4","1294","adk(10)","fumC(99)","gyrB(5)","icd(91)","mdh(8)","purA(8)","recA(2)","-","O9","H30","O9:H30","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:1;","O9-14-wzm;O9-19-wzt;H30-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP042352.1;NZ_CP042352.1;NZ_CP042352.1;","2112884-2113669;2111586-2112881;2018803-2020515;","786;1296;1713;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4592258,4622566,4708710,79,30308,0.006557,0.024731
"GCF_017357765.1_ASM1735776v1","ecoli_achtman_4","6507","adk(21)","fumC(35)","gyrB(61)","icd(683)","mdh(5)","purA(5)","recA(4)","-","O77/O17/O44/O106/O73","H18","O77/O17/O44/O106/O73:H18","-","Based on 3 allele(s)","wzx:1;wzy:0.999;fliC:1;","O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;","100;99.925;100;","100;100;100;","NZ_CP043937.1;NZ_CP043937.1;NZ_CP043937.1;","2178463-2179698;2179740-2181071;2092691-2094355;","1236;1332;1665;","v1.0 (11-03-2020)","High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4914776,4967392,5065481,44,52616,0.010592,0.029751
"GCF_017570585.1_ASM1757058v1","ecoli_achtman_4","93","adk(6)","fumC(11)","gyrB(4)","icd(10)","mdh(7)","purA(8)","recA(6)","-","O7","H4","O7:H4","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:0.99;","O7-14-wzx;O7-39-wzy;H4-1-fliC-origin;","100;100;99.333;","100;100;100;","NZ_CP069646.1;NZ_CP069646.1;NZ_CP069646.1;","85995-87426;91131-91857;188936-189985;","1432;727;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4859103,4913026,5032042,77,53923,0.010976,0.034368
"GCF_017570605.1_ASM1757060v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O89","H10","O89:H10","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:1;","O89-1-wzm-origin;O89-4-wzt;H10-17-fliC;","94.103;93.625;100;","100;100;100;","NZ_CP069657.1;NZ_CP069657.1;NZ_CP069657.1;","3458029-3458808;3457270-3458022;2032377-2033639;","780;753;1263;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4932029,5037340,5274623,80,105311,0.020906,0.064951
"GCF_017570625.1_ASM1757062v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O89","H9","O89:H9","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:1;","O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;","94.103;93.625;100;","100;100;100;","NZ_CP069666.1;NZ_CP069666.1;NZ_CP069666.1;","3230239-3231018;3229480-3230232;1875009-1877021;","780;753;2013;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4833992,4878889,4987995,81,44897,0.009202,0.030875
"GCF_017570645.1_ASM1757064v1","ecoli_achtman_4","162","adk(9)","fumC(65)","gyrB(5)","icd(1)","mdh(9)","purA(13)","recA(6)","-","O126","H45","O126:H45","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O126-1-wzx-origin;O126-3-wzy-origin;H45-3-fliC;","100;100;100;","100;100;100;","NZ_CP069677.1;NZ_CP069677.1;NZ_CP069677.1;","1911547-1913031;1901435-1902478;2904634-2906340;","1485;1044;1707;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5095251,5210987,5402722,49,115736,0.02221,0.05691
"GCF_017570685.1_ASM1757068v1","ecoli_achtman_4","533","adk(6)","fumC(4)","gyrB(5)","icd(18)","mdh(11)","purA(8)","recA(14)","-","-","H20","-:H20","-","Based on 1 allele(s)","fliC:0.99;","H20-1-fliC-origin;","99.48;","100;","NZ_CP069692.1;","2060884-2062605;","1731;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4980260,5045468,5186776,46,65208,0.012924,0.039816
"GCF_017579865.1_ASM1757986v1","ecoli_achtman_4","744","adk(10)","fumC(11)","gyrB(135)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O89","H9","O89:H9","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:1;","O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;","94.103;93.625;100;","100;100;100;","NZ_CP066366.1;NZ_CP066366.1;NZ_CP066366.1;","3343352-3344131;3342593-3343345;1864373-1866385;","780;753;2013;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4606370,4706140,4885375,82,99770,0.0212,0.05711
"GCF_017603565.1_ASM1760356v1","ecoli_achtman_4","38","adk(4)","fumC(26)","gyrB(2)","icd(25)","mdh(5)","purA(5)","recA(19)","-","O2/O50","H30","O2/O50:H30","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O2-1-wzx-origin;O2-11-wzy;H30-2-fliC;","100;100;100;","100;100;100;","NZ_CP071954.1;NZ_CP071954.1;NZ_CP071954.1;","1914909-1916171;1917884-1918846;2112375-2114087;","1263;963;1713;","v1.0 (11-03-2020)","High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4989495,5077388,5227341,27,87893,0.017311,0.0455
"GCF_017604265.1_ASM1760426v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP072054.1;NZ_CP072054.1;NZ_CP072054.1;","1997290-1998537;1995013-1996179;1891063-1892559;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4394367,4427270,4526726,75,32903,0.007432,0.029239
"GCF_017638965.1_ASM1763896v1","ecoli_achtman_4","11633","adk(6)","fumC(6)","gyrB(32)","icd(18)","mdh(11)","purA(7)","recA(14)","-","-","H7","-:H7","-","Based on 1 allele(s)","fliC:1;","H7-6-fliC-origin;","100;","100;","NZ_CP067232.1;","3575992-3577749;","1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4744111,4768361,4824705,48,24250,0.005086,0.016704
"GCF_017638985.1_ASM1763898v1","ecoli_achtman_4","354","adk(85)","fumC(88)","gyrB(78)","icd(29)","mdh(59)","purA(58)","recA(62)","-","O153","H34","O153:H34","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O153-3-wzx-origin;O153-4-wzy-origin;H34-5-fliC;","100;100;100;","100;100;100;","NZ_CP067235.1;NZ_CP067235.1;NZ_CP067235.1;","89132-90310;86997-88175;296339-297976;","1179;1179;1638;","v1.0 (11-03-2020)","High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,5075242,5122376,5221707,34,47134,0.009202,0.028049
"GCF_017639005.1_ASM1763900v1","ecoli_achtman_4","457","adk(101)","fumC(88)","gyrB(97)","icd(108)","mdh(26)","purA(79)","recA(2)","-","O11","H25","O11:H25","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O11-4-wzx;O11-5-wzy;H25-14-fliC;","100;100;100;","100;100;100;","NZ_CP067241.1;NZ_CP067241.1;NZ_CP067241.1;","3106214-3107449;3104248-3105483;2896542-2897861;","1236;1236;1320;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5038580,5093337,5207924,32,54757,0.010751,0.032517
"GCF_017639025.1_ASM1763902v1","ecoli_achtman_4","11280","adk(1189)","fumC(11)","gyrB(5)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O86","H21","O86:H21","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O86-7-wzx;O86-4-wzy-origin;H21-2-fliC-origin;","100;100;100;","100;100;100;","NZ_CP067245.1;NZ_CP067245.1;NZ_CP067245.1;","92796-93998;94629-96029;216863-218338;","1203;1401;1476;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4822606,4871334,5014064,74,48728,0.010003,0.038184
"GCF_017639045.1_ASM1763904v1","ecoli_achtman_4","167","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(13)","recA(2)","-","O89","H10","O89:H10","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:0.92;","O89-1-wzm-origin;O89-4-wzt;H10-17-fliC;","94.103;93.625;100;","100;100;92;","NZ_CP067250.1;NZ_CP067250.1;NZ_CP067250.1;","1276951-1277730;1277737-1278489;2699597-2700756;","780;753;1160;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4774779,4842009,4991408,76,67230,0.013885,0.0434
"GCF_017639105.1_ASM1763910v1","ecoli_achtman_4","215","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(18)","recA(2)","-","O62","H12","O62:H12","-","Based on 3 allele(s)","wzx:1;wzy:0.997;fliC:1;","O62-1-wzx-origin;O62-2-wzy-origin;H12-3-fliC-origin;","100;99.729;100;","100;100;100;","NZ_CP067265.1;NZ_CP067265.1;NZ_CP067265.1;","85332-86543;88572-89678;183768-185555;","1212;1107;1788;","v1.0 (11-03-2020)","High similarity O-antigen group 14:O62/O68 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4991836,5039208,5159347,80,47372,0.009401,0.032467
"GCF_017639125.1_ASM1763912v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O89","H9","O89:H9","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:0.53;","O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;","94.103;93.625;100;","100;100;53;","NZ_CP067299.1;NZ_CP067299.1;NZ_CP067299.1;","1161781-1162560;1162567-1163319;2537410-2538477;","780;753;1068;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4646197,4715246,4859273,80,69049,0.014644,0.043849
"GCF_017639145.1_ASM1763914v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O89","H9","O89:H9","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:0.53;","O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;","94.103;93.625;100;","100;100;53;","NZ_CP067303.1;NZ_CP067303.1;NZ_CP067303.1;","1161781-1162560;1162567-1163319;2514232-2515299;","780;753;1068;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4597173,4664829,4805292,80,67656,0.014503,0.04331
"GCF_017639165.1_ASM1763916v1","ecoli_achtman_4","215","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(18)","recA(2)","-","O62","H12","O62:H12","-","Based on 3 allele(s)","wzx:1;wzy:0.997;fliC:1;","O62-1-wzx-origin;O62-2-wzy-origin;H12-3-fliC-origin;","100;99.729;100;","100;100;100;","NZ_CP067311.1;NZ_CP067311.1;NZ_CP067311.1;","85332-86543;88572-89678;183768-185555;","1212;1107;1788;","v1.0 (11-03-2020)","High similarity O-antigen group 14:O62/O68 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4970267,5020263,5145356,80,49996,0.009959,0.034029
"GCF_017639185.1_ASM1763918v1","ecoli_achtman_4","1266","adk(168)","fumC(184)","gyrB(53)","icd(140)","mdh(24)","purA(85)","recA(42)","-","O123/O186","H34","O123/O186:H34","-","Based on 3 allele(s)","wzx:0.998;wzy:0.996;fliC:1;","O123-7-wzx;O123-4-wzy-origin;H34-5-fliC;","99.795;99.6;100;","100;100;100;","NZ_CP067307.1;NZ_CP067307.1;NZ_CP067307.1;","3025537-3027000;3019423-3020673;2863762-2865399;","1464;1251;1638;","v1.0 (11-03-2020)","High similarity O-antigen group 5:O123/O186 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,5334716,5419239,5598871,68,84523,0.015597,0.04718
"GCF_017654165.1_ASM1765416v1","ecoli_achtman_4","155","adk(6)","fumC(4)","gyrB(14)","icd(16)","mdh(24)","purA(8)","recA(14)","-","O153","H51","O153:H51","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O153-3-wzx-origin;O153-4-wzy-origin;H51-2-fliC-origin;","100;100;100;","100;100;100;","NZ_CP072204.1;NZ_CP072204.1;NZ_CP072204.1;","1792590-1793768;1790455-1791633;1918504-1920321;","1179;1179;1818;","v1.0 (11-03-2020)","High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4786203,4833913,4933413,45,47710,0.00987,0.029839
"GCF_017743075.1_ASM1774307v1","ecoli_achtman_4","448","adk(6)","fumC(6)","gyrB(5)","icd(16)","mdh(11)","purA(8)","recA(7)","-","O160/O8","H10","O160/O8:H10","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O160-3-wzx;O160-4-wzy;H10-10-fliC;","100;100;100;","100;100;100;","NZ_CP072322.1;NZ_CP072322.1;NZ_CP072322.1;","86648-87895;89815-90915;220899-222160;","1248;1101;1262;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4887560,4929496,5036664,50,41936,0.008507,0.029604
